gene_id,n_supporting_contrasts,mean_methyl_diff
LOC8076601,1,-0.247427951949849
LOC8054243,1,-0.247311144240655
LOC110431810,1,0.247261796607949
LOC8059814,1,-0.247086873645653
LOC8070086,1,-0.2470127184534
LOC8085771,2,-0.2468061932735835
LOC8072707,1,-0.246178597857103
LOC8055342,1,-0.24526855925298
LOC110436475,1,-0.245181002606795
LOC110436668,1,-0.245181002606795
LOC110430922,1,-0.244999523455906
LOC110430923,1,-0.244999523455906
LOC8060272,1,-0.24499196986742
LOC8060648,1,-0.244972843402859
LOC8086280,1,-0.244729013426666
LOC110431053,1,-0.244259008261777
LOC8078918,1,0.244172237160282
LOC8073186,2,-0.244163108550139
LOC8057958,1,-0.244104816352824
LOC110429884,1,-0.244068122729017
LOC8074275,1,-0.243876151205614
LOC8080754,1,-0.243312767962232
LOC8080753,1,-0.243312767962232
LOC110436450,1,-0.243151625644365
LOC8070976,1,-0.243151625644365
TRNAG-UCC,1,-0.243151625644365
LOC8080972,1,0.242697136055109
LOC8065052,1,-0.242677211130986
LOC8060381,1,-0.242662229967344
LOC8060174,1,-0.242472762705107
LOC8074008,1,-0.24245865942936
LOC110436956,1,-0.241989813273632
LOC8062229,1,-0.24164311660937
LOC8060973,1,-0.241567381750923
LOC8065477,1,-0.241328645708547
LOC8059960,1,-0.241096210862232
LOC8054135,1,0.240698636188324
LOC8081678,1,-0.240652464803833
LOC8085890,1,-0.240637075159175
LOC8080263,1,-0.240603106738979
LOC8064478,1,-0.240372939233547
LOC110433578,1,-0.240328150734024
LOC8078059,1,-0.240328150734024
LOC8076145,1,-0.240242885917444
LOC8075989,2,-0.24018902637684952
LOC8069512,2,-0.24018902637684952
LOC8082824,2,-0.24009711157125402
LOC110435405,1,-0.240055946074471
LOC8074650,1,-0.240038389557059
LOC8054914,1,0.239924908283024
LOC110437209,1,-0.239883725866034
LOC110436773,1,0.239773457555408
LOC110434814,1,-0.239763081249921
LOC8067218,1,-0.23964762815945
