gene_id,n_supporting_contrasts,mean_methyl_diff
LOC8064376,1,-0.264836044150382
LOC8071867,1,-0.264434387538871
LOC110429547,1,-0.264429553469545
LOC110433786,1,-0.263673026222345
LOC8065052,1,-0.263611167386236
LOC8065641,1,-0.263530104335312
LOC8081552,1,-0.262578823043568
LOC110433097,1,-0.262503669846143
LOC8071836,1,-0.262451420416142
LOC8059895,1,-0.262363478879524
LOC8074913,1,-0.262110883780774
LOC110437231,1,-0.261856844503607
LOC110431273,1,-0.261716377676186
LOC8080431,1,-0.261690579877961
LOC8080754,1,-0.261552416467389
LOC8080753,1,-0.261552416467389
LOC8068501,1,-0.261287544577898
LOC110434730,1,-0.261252700525584
LOC8078805,1,-0.261169259947119
LOC8078806,1,-0.261169259947119
LOC8069376,3,-0.26096635953149133
LOC8078810,1,-0.260902766982087
LOC110430095,1,-0.260827958620376
TRNAC-GCA,3,-0.26058505595271536
LOC8058852,1,-0.260449654650464
LOC8084844,1,-0.260292017713497
LOC8084996,1,-0.260172402079266
LOC8082459,1,-0.259463838974709
LOC8072448,1,-0.259184045968203
LOC110437528,1,-0.259105762906799
LOC8071713,1,-0.258997229016593
LOC110433292,1,-0.258706204016945
LOC110437303,1,-0.25864534674978
LOC110432877,1,-0.258540235474468
LOC110433578,1,-0.257966000379939
LOC8074405,1,-0.257853458868695
LOC8072079,1,-0.257817065888038
LOC8072704,1,-0.257690432194389
LOC8077879,1,-0.256860365197833
LOC8084128,1,-0.256789144633478
LOC110433844,1,-0.256138065467356
LOC8063037,2,-0.2550950064248925
LOC8083983,1,-0.255006634450869
LOC8064491,1,-0.254875443451327
LOC8064296,1,-0.254086875021307
LOC8068071,1,-0.253995760899892
LOC110437256,1,-0.253981342837554
LOC8075699,2,-0.2538708760913245
LOC8054651,1,-0.25361541128599
LOC8063797,1,-0.253601226723549
LOC8080263,1,-0.253399847933598
LOC110433377,1,-0.253092669552183
LOC8069423,1,-0.25229398515242
LOC8081390,1,-0.252069516980692
LOC8080301,1,-0.252040833969147
LOC8077531,1,-0.251642288672765
LOC8086342,1,-0.251269556133898
LOC8084334,1,-0.250772615915011
LOC110437173,1,-0.250493302764751
LOC8069531,1,-0.250057800055324
LOC8065267,1,-0.249295120703817
LOC110436126,1,-0.249198759862612
LOC110432170,1,-0.249140280434847
LOC8076398,1,-0.249066501538555
TRNAA-CGC,1,-0.248985685970255
LOC110437121,1,-0.248885861894471
LOC110430614,1,-0.248818552695906
LOC8058180,1,-0.248675467873879
LOC110431234,1,-0.248633210046945
LOC8058789,2,-0.2485787834409895
LOC8083552,1,-0.247657955732369
LOC8065648,1,-0.247049969466781
LOC8055748,1,-0.246853791353406
LOC8073298,1,-0.246808934416725
LOC110431400,1,-0.246762387019707
LOC8065704,1,-0.246348679455168
LOC8065808,1,-0.246220697065155
LOC8067370,1,-0.246187416927108
LOC8075354,2,-0.246112155596906
LOC110434814,1,-0.245971149275459
LOC8073848,1,-0.245927208930876
LOC8071498,1,-0.245911253799753
LOC8079953,1,-0.245901885305835
LOC8054243,1,-0.245808018357165
LOC8071450,3,-0.24569538451349468
LOC110435879,1,-0.245545400853396
LOC8076917,1,-0.245545400853396
LOC8075184,1,-0.245479246871966
LOC8083888,1,-0.245476940677866
LOC8063419,1,-0.245336293787675
LOC110434053,1,-0.245122095241557
LOC8069213,1,-0.244801932298551
LOC110435125,1,-0.244674869228198
LOC8065419,1,-0.244612848612272
LOC110435438,1,-0.24456963855327
LOC8081108,1,-0.244262192278381
